Date Time,WaterFlow
42305.25,68.18410253
42305.29167,17.89104937
42305.33333,7.689945145
42305.375,34.47979507
42305.41667,5.768534565
42305.45833,55.99615583
42305.5,52.15626174
42305.54167,48.27652619
42305.58333,29.0686775
42305.625,51.05582851
42305.66667,50.14290323
42305.70833,35.69971475
42305.75,41.00913979
42305.79167,70.12644636
42305.83333,22.22543231
42305.875,54.65964647
42305.91667,50.46776996
42305.95833,35.30778367
42306,44.07231163
42306.04167,36.43357313
42306.08333,65.17498975
42306.125,39.0272324
42306.16667,21.88248414
42306.20833,16.47572381
42306.25,29.7370784
42306.29167,44.67798712
42306.33333,9.726528221
42306.375,32.25283423
42306.41667,36.46370643
42306.45833,18.57058409
42306.5,47.17919706
42306.54167,16.81439945
42306.58333,21.41153491
42306.625,78.30320789
42306.66667,37.80908688
42306.70833,46.1438526
42306.75,58.57556148
42306.79167,10.66851723
42306.83333,40.42367581
42306.875,42.63265441
42306.91667,17.02403652
42306.95833,38.28882525
42307,61.93595599
42307.04167,16.26768545
42307.08333,50.45433646
42307.125,64.30330231
42307.16667,36.85982982
42307.20833,19.04569528
42307.25,51.2067814
42307.29167,43.15747538
42307.33333,66.5335046
42307.375,46.40748787
42307.41667,31.59362218
42307.45833,32.88015533
42307.5,32.33059501
42307.54167,44.10156782
42307.58333,30.99823229
42307.625,69.57583014
42307.66667,28.65683455
42307.70833,40.3473594
42307.75,73.7699081
42307.79167,30.71182406
42307.83333,39.90034556
42307.875,41.39625329
42307.91667,14.91889132
42307.95833,48.47668344
42308,54.8048607
42308.04167,74.84165436
42308.08333,31.58153126
42308.125,60.28819239
42308.16667,22.56878821
42308.20833,42.80069491
42308.25,41.30920585
42308.29167,14.65724884
42308.33333,35.29975671
42308.375,23.23805741
42308.41667,36.34436395
42308.45833,34.08869398
42308.5,41.49175644
42308.54167,42.30782104
42308.58333,46.51361867
42308.625,59.16921468
42308.66667,49.51477889
42308.70833,9.835714957
42308.75,30.380895
42308.79167,40.07596657
42308.83333,53.075152
42308.875,26.58150987
42308.91667,37.96342719
42308.95833,67.09880409
42309,9.541254868
42309.04167,50.56032742
42309.08333,48.67552944
42309.125,50.79077696
42309.16667,39.64784004
42309.20833,71.59472324
42309.25,45.64290462
42309.29167,22.40374788
42309.33333,42.58331361
42309.375,48.97380296
42309.41667,36.39181389
42309.45833,39.45130024
42309.5,48.23194523
42309.54167,23.2387329
42309.58333,29.103701
42309.625,24.89049515
42309.66667,39.50175257
42309.70833,3.553891434
42309.75,41.18859918
42309.79167,41.30335277
42309.83333,17.85862952
42309.875,28.38299493
42309.91667,51.69684585
42309.95833,60.22572536
42310,18.71007408
42310.04167,69.67740344
42310.08333,70.643756
42310.125,32.13070022
42310.16667,43.28648824
42310.20833,46.51910962
42310.25,49.41878775
42310.29167,22.60313317
42310.33333,17.20403909
42310.375,36.09884109
42310.41667,37.42603944
42310.45833,68.9582584
42310.5,56.35530043
42310.54167,27.42182637
42310.58333,21.9770126
42310.625,31.65001177
42310.66667,19.1037253
42310.70833,40.5739763
42310.75,34.13936521
42310.79167,31.60414625
42310.83333,53.4551623
42310.875,50.93286204
42310.91667,21.38211752
42310.95833,28.70799107
42311,28.26611899
42311.04167,56.64302489
42311.08333,65.4912973
42311.125,45.26489981
42311.16667,32.08322592
42311.20833,20.03494038
42311.25,59.36113118
42311.29167,63.06285307
42311.33333,36.31102374
42311.375,28.78601585
42311.41667,41.52946741
42311.45833,15.91194601
42311.5,50.85968515
42311.54167,43.0053991
42311.58333,34.65096287
42311.625,53.49097618
42311.66667,30.67029486
42311.70833,11.91595121
42311.75,24.72251647
42311.79167,38.9362182
42311.83333,35.4504779
42311.875,45.97025753
42311.91667,56.40725583
42311.95833,49.55487157
42312,48.35818184
42312.04167,16.81616373
42312.08333,19.08484141
42312.125,49.94472785
42312.16667,21.6178854
42312.20833,26.98153949
42312.25,51.75401047
42312.29167,35.72916046
42312.33333,71.27373219
42312.375,28.41858127
42312.41667,16.9646913
42312.45833,47.89294827
42312.5,50.25718137
42312.54167,48.59543004
42312.58333,49.9963593
42312.625,48.92011039
42312.66667,68.16154308
42312.70833,30.52977975
42312.75,55.69445344
42312.79167,47.14523768
42312.83333,50.77885745
42312.875,47.65857136
42312.91667,26.33109832
42312.95833,67.76109101
42313,51.08515377
42313.04167,41.11795635
42313.08333,9.068800328
42313.125,61.26001161
42313.16667,20.3847671
42313.20833,23.37155764
42313.25,54.1307207
42313.29167,47.17342176
42313.33333,17.33047958
42313.375,27.90099651
42313.41667,60.69392824
42313.45833,55.75043905
42313.5,31.98072879
42313.54167,46.02681469
42313.58333,51.48672052
42313.625,35.08388179
42313.66667,29.22273059
42313.70833,38.05457657
42313.75,32.80346095
42313.79167,34.59065123
42313.83333,7.041454911
42313.875,43.8794864
42313.91667,54.2600745
42313.95833,49.60799829
42314,51.16684302
42314.04167,60.33226112
42314.08333,54.00061471
42314.125,48.40295264
42314.16667,71.29399641
42314.20833,25.8643768
42314.25,43.53498447
42314.29167,10.29475402
42314.33333,27.21155181
42314.375,68.77117956
42314.41667,40.63557542
42314.45833,48.5472793
42314.5,51.21169511
42314.54167,62.32313149
42314.58333,36.0422047
42314.625,65.86742461
42314.66667,43.09125741
42314.70833,49.99928289
42314.75,42.75324408
42314.79167,43.28030236
42314.83333,12.21514249
42314.875,30.79094958
42314.91667,43.14626442
42314.95833,24.86296206
42315,60.41954103
42315.04167,2.829190828
42315.08333,41.35859113
42315.125,32.51802495
42315.16667,32.93624641
42315.20833,53.9036923
42315.25,54.34924013
42315.29167,48.6673385
42315.33333,43.69724592
42315.375,64.39101852
42315.41667,54.6425662
42315.45833,31.57979481
42315.5,10.69779209
42315.54167,69.40830366
42315.58333,57.73922765
42315.625,54.04303627
42315.66667,21.37810646
42315.70833,68.55724608
42315.75,49.9902553
42315.79167,60.87085203
42315.83333,15.23119368
42315.875,35.27187196
42315.91667,47.83472429
42315.95833,39.04258855
42316,31.28254265
42316.04167,34.3186458
42316.08333,45.69573719
42316.125,34.76172408
42316.16667,41.32428206
42316.20833,22.81558475
42316.25,63.25074215
42316.29167,13.83985166
42316.33333,46.00628303
42316.375,44.49373323
42316.41667,63.37840085
42316.45833,42.81762861
42316.5,45.07208146
42316.54167,46.04013676
42316.58333,11.57334008
42316.625,39.92273029
42316.66667,40.15333847
42316.70833,63.03725397
42316.75,48.77670988
42316.79167,53.30694611
42316.83333,41.48421116
42316.875,45.34870201
42316.91667,54.96946621
42316.95833,47.595072
42317,40.59161874
42317.04167,43.36361911
42317.08333,65.78915281
42317.125,29.01217847
42317.16667,38.94484432
42317.20833,26.34957522
42317.25,33.63850034
42317.29167,8.524680531
42317.33333,7.047517057
42317.375,71.86477823
42317.41667,33.77519486
42317.45833,34.52448013
42317.5,13.27796989
42317.54167,20.95147529
42317.58333,42.71525612
42317.625,51.10116304
42317.66667,8.718182194
42317.70833,23.88431094
42317.75,44.20863164
42317.79167,47.0949246
42317.83333,25.14057384
42317.875,33.72371766
42317.91667,23.36652496
42317.95833,41.85102504
42318,28.56595449
42318.04167,49.01041758
42318.08333,76.95328848
42318.125,33.64114429
42318.16667,61.12769933
42318.20833,61.82233988
42318.25,22.69002907
42318.29167,52.49675282
42318.33333,26.9624124
42318.375,55.91236593
42318.41667,38.82736561
42318.45833,51.17099247
42318.5,38.98224955
42318.54167,36.40363228
42318.58333,45.51113547
42318.625,35.45076423
42318.66667,12.7814656
42318.70833,34.5961441
42318.75,19.86300011
42318.79167,61.42272431
42318.83333,37.87154165
42318.875,44.71402949
42318.91667,52.43854579
42318.95833,21.8700344
42319,42.77552713
42319.04167,37.07565998
42319.08333,55.92249103
42319.125,21.72536986
42319.16667,27.3832256
42319.20833,26.47445314
42319.25,24.99220567
42319.29167,29.42023597
42319.33333,18.5931885
42319.375,19.40100162
42319.41667,30.79766401
42319.45833,53.00528948
42319.5,29.78516453
42319.54167,48.47828357
42319.58333,41.00006303
42319.625,55.9854264
42319.66667,23.59310687
42319.70833,16.92939661
42319.75,26.10580898
42319.79167,27.27809926
42319.83333,35.96669569
42319.875,62.32101702
42319.91667,22.55100533
42319.95833,32.32649831
42320,36.76842632
42320.04167,16.65577919
42320.08333,50.90303535
42320.125,32.74423328
42320.16667,43.446611
42320.20833,12.87288229
42320.25,43.62682061
42320.29167,17.93256378
42320.33333,46.43078232
42320.375,47.55562974
42320.41667,23.16462761
42320.45833,36.32016631
42320.5,41.8292772
42320.54167,65.0638114
42320.58333,53.99666909
42320.625,53.06549029
42320.66667,36.04801226
42320.70833,23.16482183
42320.75,38.65290869
42320.79167,48.0852669
42320.83333,39.54703
42320.875,36.28158201
42320.91667,22.30458026
42320.95833,39.05449668
42321,62.45637496
42321.04167,21.05879396
42321.08333,24.98670301
42321.125,47.34003683
42321.16667,42.10370983
42321.20833,46.27742125
42321.25,41.3463599
42321.29167,8.198421326
42321.33333,49.82048027
42321.375,52.63052018
42321.41667,14.32084639
42321.45833,29.42921001
42321.5,46.61007015
42321.54167,27.71815819
42321.58333,43.64659076
42321.625,58.24927669
42321.66667,37.9558105
42321.70833,53.16714127
42321.75,17.00317977
42321.79167,36.98776744
42321.83333,69.42128896
42321.875,42.28238012
42321.91667,60.29918261
42321.95833,77.38803641
42322,38.1875138
42322.04167,73.92036384
42322.08333,23.42761952
42322.125,74.0497629
42322.16667,71.02584226
42322.20833,36.31093446
42322.25,69.72784626
42322.29167,47.31891132
42322.33333,54.55200875
42322.375,22.04706622
42322.41667,33.28693958
42322.45833,44.80590141
42322.5,30.96886528
42322.54167,32.25033202
42322.58333,60.44954111
42322.625,17.00648498
42322.66667,42.8458014
42322.70833,47.52885211
42322.75,39.71568744
42322.79167,23.9053508
42322.83333,60.46832069
42322.875,16.01615556
42322.91667,24.91391092
42322.95833,52.12722219
42323,31.77190715
42323.04167,33.99284967
42323.08333,12.2827646
42323.125,50.5960374
42323.16667,31.54200675
42323.20833,20.51434814
42323.25,27.99026675
42323.29167,70.66354096
42323.33333,44.67491606
42323.375,22.8214628
42323.41667,28.17175662
42323.45833,38.06055601
42323.5,28.25118944
42323.54167,20.65080302
42323.58333,42.03828063
42323.625,33.65749945
42323.66667,24.6285368
42323.70833,62.74016914
42323.75,37.22728024
42323.79167,66.8343718
42323.83333,54.88509384
42323.875,38.74175382
42323.91667,52.56586065
42323.95833,42.01157945
42324,1.884618513
42324.04167,33.69700919
42324.08333,35.13637618
42324.125,52.3429811
42324.16667,56.69911615
42324.20833,55.563435
42324.25,45.75836359
42324.29167,50.65967326
42324.33333,40.16956393
42324.375,24.97922016
42324.41667,47.7965893
42324.45833,35.72695676
42324.5,54.02898885
42324.54167,45.3419746
42324.58333,48.47631088
42324.625,33.64051226
42324.66667,30.86480902
42324.70833,20.8442114
42324.75,19.80396379
42324.79167,36.26454288
42324.83333,31.29182077
42324.875,10.358942
42324.91667,31.27194156
42324.95833,39.1439737
42325,40.59986266
42325.04167,4.404232527
42325.08333,60.53220385
42325.125,42.65471046
42325.16667,11.86580146
42325.20833,22.79888299
42325.25,32.52495902
42325.29167,65.95756319
42325.33333,26.38252812
42325.375,33.06265569
42325.41667,18.3653851
42325.45833,59.43313441
42325.5,38.71945316
42325.54167,70.61944397
42325.58333,51.06999341
42325.625,29.48903152
42325.66667,15.80865472
42325.70833,39.22362604
42325.75,47.08022818
42325.79167,41.98056849
42325.83333,61.21436088
42325.875,23.83674222
42325.91667,35.21341307
42325.95833,66.17482516
42326,11.47273785
42326.04167,40.94476815
42326.08333,73.29798193
42326.125,21.70511181
42326.16667,13.4452792
42326.20833,33.85564387
42326.25,38.4252691
42326.29167,7.564168481
42326.33333,20.79279174
42326.375,47.12681312
42326.41667,38.55720019
42326.45833,30.6197504
42326.5,27.54841133
42326.54167,34.69750497
42326.58333,36.67669868
42326.625,30.0258062
42326.66667,44.29000098
42326.70833,31.47671399
42326.75,16.5543291
42326.79167,28.46763688
42326.83333,60.75680485
42326.875,53.15631099
42326.91667,43.73618156
42326.95833,44.67828473
42327,32.50015881
42327.04167,53.09671787
42327.08333,50.45017107
42327.125,20.67185152
42327.16667,48.50092998
42327.20833,55.87209379
42327.25,16.95551455
42327.29167,47.78203244
42327.33333,64.18216205
42327.375,19.1237577
42327.41667,26.63004031
42327.45833,24.69326354
42327.5,14.88257581
42327.54167,54.70263288
42327.58333,28.04547212
42327.625,44.23744259
42327.66667,53.98947704
42327.70833,44.2085305
42327.75,44.14563419
42327.79167,40.17414878
42327.83333,75.69976331
42327.875,33.68859473
42327.91667,60.31509858
42327.95833,37.81160743
42328,62.21629648
42328.04167,21.92357877
42328.08333,50.85682413
42328.125,9.506527245
42328.16667,39.03783258
42328.20833,47.39267522
42328.25,39.77479137
42328.29167,48.83563425
42328.33333,46.28395798
42328.375,48.83387336
42328.41667,41.32121924
42328.45833,49.12616619
42328.5,26.07030653
42328.54167,37.33401299
42328.58333,44.01340288
42328.625,63.07685709
42328.66667,44.00928858
42328.70833,53.76551738
42328.75,6.907393721
42328.79167,51.6257647
42328.83333,64.84596887
42328.875,23.7911884
42328.91667,41.55125259
42328.95833,45.03203276
42329,30.72259019
42329.04167,37.64384516
42329.08333,33.97861859
42329.125,59.97556618
42329.16667,24.82192253
42329.20833,24.42644106
42329.25,58.76811005
42329.29167,47.48738715
42329.33333,41.04648153
42329.375,32.07798977
42329.41667,61.33238426
42329.45833,33.77987794
42329.5,68.860907
42329.54167,28.2286874
42329.58333,41.39204867
42329.625,55.49387384
42329.66667,41.74166781
42329.70833,54.74392106
42329.75,51.71164242
42329.79167,21.72587902
42329.83333,45.57246035
42329.875,29.98498933
42329.91667,31.94621404
42329.95833,74.12093519
42330,39.79958044
42330.04167,28.92370372
42330.08333,34.12523036
42330.125,47.26190959
42330.16667,31.90598741
42330.20833,53.21999515
42330.25,26.94421283
42330.29167,54.15173011
42330.33333,31.5571267
42330.375,47.10803673
42330.41667,16.93941809
42330.45833,56.86792237
42330.5,56.92414001
42330.54167,7.14394091
42330.58333,49.92586777
42330.625,58.97099961
42330.66667,34.28108461
42330.70833,42.68278974
42330.75,36.85591149
42330.79167,22.57550994
42330.83333,43.10640707
42330.875,57.4235482
42330.91667,60.98231142
42330.95833,19.18450325
42331,27.03110986
42331.04167,24.98501744
42331.08333,41.85979903
42331.125,7.230716913
42331.16667,24.22571653
42331.20833,46.45370701
42331.25,51.23018874
42331.29167,44.44260747
42331.33333,49.11595101
42331.375,32.86596002
42331.41667,23.08245974
42331.45833,34.71862744
42331.5,66.16324292
42331.54167,68.17773243
42331.58333,42.73128772
42331.625,65.16022042
42331.66667,18.85593796
42331.70833,28.93832038
42331.75,4.388468719
42331.79167,44.97601691
42331.83333,35.72273437
42331.875,45.34712293
42331.91667,22.78132756
42331.95833,43.11476656
42332,24.18412142
42332.04167,43.35623533
42332.08333,35.08934419
42332.125,42.12995079
42332.16667,65.06406107
42332.20833,31.05465163
42332.25,43.14210664
42332.29167,33.90962124
42332.33333,25.19916413
42332.375,26.90009546
42332.41667,54.82039903
42332.45833,36.71424465
42332.5,58.61206248
42332.54167,48.91895104
42332.58333,55.17361274
42332.625,34.77076592
42332.66667,4.595560353
42332.70833,17.71768219
42332.75,63.68238753
42332.79167,16.45920414
42332.83333,39.17416679
42332.875,5.544961705
42332.91667,51.40888932
42332.95833,71.20639608
42333,20.60460709
42333.04167,45.90355764
42333.08333,47.99606839
42333.125,51.51577693
42333.16667,27.64393655
42333.20833,19.95042457
42333.25,42.9346763
42333.29167,33.7589644
42333.33333,60.19825702
42333.375,64.82264796
42333.41667,26.16091876
42333.45833,44.72929398
42333.5,28.50302552
42333.54167,75.77177633
42333.58333,27.11206514
42333.625,49.4031911
42333.66667,38.39785361
42333.70833,38.09187049
42333.75,43.48553606
42333.79167,13.17086266
42333.83333,52.13769817
42333.875,43.2048974
42333.91667,37.66049251
42333.95833,31.19763638
42334,34.07400659
42334.04167,64.40336413
42334.08333,61.57524857
42334.125,32.42613429
42334.16667,30.16828995
42334.20833,37.22784015
42334.25,18.70033925
42334.29167,27.57360202
42334.33333,48.21770486
42334.375,45.17300295
42334.41667,18.89000846
42334.45833,27.14164623
42334.5,14.63588478
42334.54167,30.36429892
42334.58333,8.753475204
42334.625,18.7684891
42334.66667,39.73548212
42334.70833,13.73028253
42334.75,44.82487202
42334.79167,39.80999357
42334.83333,28.56587512
42334.875,43.66147685
42334.91667,55.90627094
42334.95833,31.12918133
42335,19.96245335
42335.04167,42.68370022
42335.08333,59.08985741
42335.125,23.64038066
42335.16667,26.78566836
42335.20833,40.64004573
42335.25,35.91884724
42335.29167,48.92938241
42335.33333,25.11840199
42335.375,34.98136243
42335.41667,8.636696774
42335.45833,59.95926727
42335.5,18.64376615
42335.54167,17.15575618
42335.58333,5.500305978
42335.625,14.50519722
42335.66667,24.88343034
42335.70833,54.7448781
42335.75,55.73561557
42335.79167,32.25641294
42335.83333,38.95600957
42335.875,60.02095587
42335.91667,69.42540177
42335.95833,8.688083672
42336,42.97029444
42336.04167,27.72754514
42336.08333,38.96285399
42336.125,13.36561155
42336.16667,31.81955838
42336.20833,33.10306272
42336.25,30.92493945
42336.29167,26.30820144
42336.33333,9.565703577
42336.375,13.83070892
42336.41667,48.52707781
42336.45833,29.34129956
42336.5,56.40246942
42336.54167,24.98543937
42336.58333,36.64418339
42336.625,26.09859758
42336.66667,24.0202125
42336.70833,50.83175585
42336.75,56.77099451
42336.79167,47.02347398
42336.83333,59.28030478
42336.875,37.45318246
42336.91667,72.102666
42336.95833,30.34848298
42337,53.80504693
42337.04167,22.45643714
42337.08333,60.53438322
42337.125,16.08849032
42337.16667,36.38243702
42337.20833,59.2461211
42337.25,45.07721379
42337.29167,45.12094121
42337.33333,38.23243343
42337.375,19.46561769
42337.41667,38.23036693
42337.45833,18.69093179
42337.5,20.76963602
42337.54167,61.13505451
42337.58333,27.9155171
42337.625,30.52016055
42337.66667,28.82484565
42337.70833,69.57185484
42337.75,37.3613976
42337.79167,38.28227482
42337.83333,46.35658649
42337.875,24.05649681
42337.91667,53.19813902
42337.95833,35.25273042
42338,43.60755324
42338.04167,60.17488241
42338.08333,17.93553181
42338.125,68.51769201
42338.16667,29.96275357
42338.20833,61.86210428
42338.25,20.98996776
42338.29167,60.4102009
42338.33333,59.574523
42338.375,56.01873551
42338.41667,24.07146778
42338.45833,49.37700739
42338.5,38.42969508
42338.54167,26.26192817
42338.58333,66.24523356
42338.625,32.91748105
42338.66667,25.10336256
42338.70833,27.79158106
42338.75,46.18580472
42338.79167,33.19758107
42338.83333,45.2982591
42338.875,15.82006344
42338.91667,19.49463392
42338.95833,39.35054821
42339,39.31931363
42339.04167,2.474597511
42339.08333,41.59585261
42339.125,15.03048062
42339.16667,71.05519142
42339.20833,52.04750088
42339.25,72.87961771
42339.29167,37.06847107
42339.33333,34.29823492
42339.375,41.57904609
42339.41667,40.66027312
42339.45833,61.63574392
42339.5,43.4058534
42339.54167,18.58893068
42339.58333,47.89881998
42339.625,33.5265416
42339.66667,53.29719538
42339.70833,29.57019062
42339.75,18.81302245
42339.79167,32.03276673
42339.83333,43.58080178
42339.875,29.92797752
42339.91667,65.72589464
42339.95833,14.99765008
42340,21.4676343
42340.04167,35.5429686
42340.08333,67.45231109
42340.125,57.58993503
42340.16667,35.19467249
42340.20833,46.11426957
42340.25,35.04913892
42340.29167,34.8558515
42340.33333,31.36986546
42340.375,43.44053586
42340.41667,5.292335921
42340.45833,15.58885945
42340.5,45.72462226
42340.54167,46.29250974
42340.58333,38.48337939
42340.625,51.28708828
42340.66667,35.41934688
42340.70833,38.71768594
42340.75,53.18418451
42340.79167,66.24500598
42340.83333,40.55069484
42340.875,57.07364824
42340.91667,49.2858852
42340.95833,22.87404257
42341,46.23658509
42341.04167,77.10182579
42341.08333,49.77535126
42341.125,71.13453046
42341.16667,58.4488597
42341.20833,58.53429994
42341.25,28.55585906
42341.29167,39.06266192
42341.33333,16.66251923
42341.375,27.000278
42341.41667,44.24649328
42341.45833,72.96677224
42341.5,31.48310508
42341.54167,66.81673063
42341.58333,42.93665624
42341.625,33.40132613
42341.66667,66.68147124
